seller_rank,seller_id,gmv_proxy,seller_share,gmv_proxy_share,cumulative_gmv_share,active_months,first_sale_month,last_sale_month
235,2138ccb85b11a4ec1e37afbd1c8eda1f,12357.03,0.07592892,0.00090916,0.61556427,21,2016-10,2018-08
236,056b4ada5bbc2c50cc7842547dda6b51,12333.39,0.07625202,0.00090742,0.61647170,9,2017-12,2018-08
237,d6b1ce66b035a475f00c017792ff9769,12277.40,0.07657512,0.00090331,0.61737500,6,2018-03,2018-08
238,48436dade18ac8b2bce089ec2a041202,12271.71,0.07689822,0.00090289,0.61827789,15,2017-03,2018-08
239,c510bc1718f0f2961eaa42a23330681a,12251.00,0.07722132,0.00090136,0.61917925,4,2018-04,2018-08
240,fbc14c0cf93505ef89f64665ffa4a7b5,12227.82,0.07754443,0.00089966,0.62007891,10,2017-08,2018-08
241,c8b0e2b0a7095e5d8219575d5e7e1181,12170.21,0.07786753,0.00089542,0.62097433,13,2017-07,2018-08
242,70c27847eca8195c983ed7e798c56743,12077.52,0.07819063,0.00088860,0.62186293,5,2018-04,2018-08
243,ff063b022a9a0aab91bad2c9088760b7,12076.50,0.07851373,0.00088852,0.62275145,16,2017-02,2018-08
244,e26901d5ab434ce92fd9b5c256820a4e,11990.90,0.07883683,0.00088223,0.62363368,9,2017-01,2017-09
245,701938c450705b8ae65fc923b70f35c7,11983.28,0.07915994,0.00088167,0.62451534,15,2017-01,2018-04
246,c4f7fee5b0db50e87766f5a4d1b1b758,11961.83,0.07948304,0.00088009,0.62539543,2,2018-04,2018-07
247,128639473a139ac0f3e5f5ade55873a5,11908.85,0.07980614,0.00087619,0.62627162,16,2017-05,2018-08
248,d71d863e5ef30d94e440c11be17dcd8f,11900.90,0.08012924,0.00087560,0.62714722,5,2017-10,2018-05
249,8b8cfc8305aa441e4239358c9f6f2485,11892.00,0.08045234,0.00087495,0.62802217,10,2017-01,2018-04
250,7901646fdd36a55f564ffaf2dbccaaf7,11857.08,0.08077544,0.00087238,0.62889455,12,2017-03,2018-08
251,09f952a5f58d2285b0372551ae8f9b01,11821.50,0.08109855,0.00086976,0.62976431,12,2017-09,2018-08
252,adbc26658d6c7b4b6219f9d934598091,11806.40,0.08142165,0.00086865,0.63063296,13,2017-08,2018-08
253,0be8ff43f22e456b4e0371b2245e4d01,11805.50,0.08174475,0.00086859,0.63150155,16,2017-05,2018-08
254,72c5da29406b4234927b81855e7b64f6,11798.69,0.08206785,0.00086808,0.63236963,5,2018-04,2018-08
255,ce7d1888639e6fb06b2749cbfdac1ff7,11793.89,0.08239095,0.00086773,0.63323736,13,2017-08,2018-08
256,23d7c96d4a1160db1c726b248601b25a,11766.94,0.08271405,0.00086575,0.63410311,14,2017-07,2018-08
257,d1b65fc7debc3361ea86b5f14c68d2e2,11703.07,0.08303716,0.00086105,0.63496416,12,2017-03,2018-06
258,bba3293d6f5d5af2f415e004e8b93ae3,11702.10,0.08336026,0.00086098,0.63582514,7,2017-09,2018-06
259,25e6ffe976bd75618accfe16cefcbd0d,11691.61,0.08368336,0.00086021,0.63668535,19,2016-10,2018-06
260,c4d51195486dc781531876a7d00453d8,11468.98,0.08400646,0.00084383,0.63752917,4,2018-03,2018-06
261,80e6699fe29150b372a0c8a1ebf7dcc8,11441.56,0.08432956,0.00084181,0.63837098,18,2016-10,2018-05
262,b4f8921fcc4ff77b66bea6dda43dcd51,11395.05,0.08465267,0.00083839,0.63920937,3,2018-05,2018-08
263,cab85505710c7cb9b720bceb52b01cee,11389.10,0.08497577,0.00083795,0.64004731,21,2016-10,2018-08
264,1d8dbc4f32378d715c717c1c1fc57bae,11315.89,0.08529887,0.00083256,0.64087988,16,2017-03,2018-06
265,813348c996469b40f2e028d5429d3495,11205.83,0.08562197,0.00082446,0.64170434,12,2017-05,2018-04
266,6cd68b3ed6d59aaa9fece558ad360c0a,11188.57,0.08594507,0.00082319,0.64252754,16,2017-01,2018-04
267,5a8e7d5003a1f221f9e1d6e411de7c23,11171.90,0.08626817,0.00082197,0.64334950,21,2016-10,2018-08
268,ccb83a794700270fde70898fe9ff368b,11062.00,0.08659128,0.00081388,0.64416339,6,2017-02,2017-08
269,8d956fec2e4337affcb520f56fd8cbfd,11015.19,0.08691438,0.00081044,0.64497383,11,2017-10,2018-08
270,6973a06f484aacf400ece213dbf3d946,11011.05,0.08723748,0.00081013,0.64578396,6,2018-01,2018-07
271,95e03ca3d4146e4011985981aeb959b9,11009.96,0.08756058,0.00081005,0.64659401,16,2017-05,2018-08
272,7ea5bfa6c340f58f8e71fc1f0412b0d6,11002.89,0.08788368,0.00080953,0.64740355,10,2017-11,2018-08
273,54965bbe3e4f07ae045b90b0b8541f52,10961.30,0.08820679,0.00080647,0.64821002,5,2017-10,2018-07
274,82e0a475a88cc9595229d8029273f045,10930.02,0.08852989,0.00080417,0.64901419,11,2017-02,2018-01
275,dd2bdf855a9172734fbc3744021ae9b9,10816.70,0.08885299,0.00079583,0.64981003,14,2016-10,2018-01
276,0ea22c1cfbdc755f86b9b54b39c16043,10711.70,0.08917609,0.00078811,0.65059814,20,2016-10,2018-08
277,ce27a3cc3c8cc1ea79d11e561e9bebb6,10682.65,0.08949919,0.00078597,0.65138411,12,2016-10,2018-08
278,c9c7905cffc4ef9ff9f113554423e671,10657.18,0.08982229,0.00078410,0.65216821,15,2017-06,2018-08
279,bd23da7354813347129d751591d1a6e2,10544.30,0.09014540,0.00077579,0.65294400,14,2017-07,2018-08
280,f3b80352b986ab4d1057a4b724be19d0,10505.10,0.09046850,0.00077291,0.65371691,17,2017-02,2018-07
281,f262cbc1c910c83959f849465454ddd3,10482.83,0.09079160,0.00077127,0.65448818,10,2017-11,2018-08
282,c864036feaab8c1659f65ea4faebe1da,10454.20,0.09111470,0.00076916,0.65525734,14,2017-07,2018-08
283,b499c00f28f4b7069ff6550af8c1348a,10327.13,0.09143780,0.00075981,0.65601716,16,2016-10,2018-08
284,ea566164622c6b439516ab18062c42cd,10309.42,0.09176090,0.00075851,0.65677567,10,2017-11,2018-08
285,33a6f4b1e7cdc205511e76ba1b6e0186,10295.01,0.09208401,0.00075745,0.65753312,8,2018-01,2018-08
286,9d5a9018aee56acb367ba9c3f05d1d6a,10292.31,0.09240711,0.00075725,0.65829037,12,2017-03,2018-03
287,06532f10282704ef4c69168b914b77be,10220.50,0.09273021,0.00075197,0.65904234,6,2017-03,2017-08
288,1c5e4e49b9079480255b49d50aac1aa9,10173.11,0.09305331,0.00074848,0.65979082,11,2017-03,2018-08
289,7b1222c3624aa89b9558b50a2594188c,10103.52,0.09337641,0.00074336,0.66053419,11,2017-02,2018-06
290,5058e8c1e82653974541e83690655b4a,10022.82,0.09369952,0.00073743,0.66127161,11,2017-10,2018-08
291,0df3984f9dfb3d49ac6366acbd3bbb85,10021.49,0.09402262,0.00073733,0.66200894,16,2017-03,2018-06
292,5343d0649eca2a983820bfe93fc4d17e,10000.64,0.09434572,0.00073579,0.66274473,8,2017-12,2018-07
293,054694fa03fe82cec4b7551487331d74,9983.10,0.09466882,0.00073450,0.66347923,10,2017-01,2018-04
294,9d4db00d65d7760644ac0c14edb5fd86,9979.70,0.09499192,0.00073425,0.66421349,9,2017-12,2018-08
295,961dff0a659b4561334372337dd897d9,9946.00,0.09531502,0.00073177,0.66494526,3,2017-04,2017-08
296,5882820ef11c4c068eea0677a7a879b4,9925.50,0.09563813,0.00073026,0.66567553,8,2017-04,2018-07
297,4830e40640734fc1c52cd21127c341d4,9843.47,0.09596123,0.00072423,0.66639975,14,2017-07,2018-08
298,ef506c96320abeedfb894c34db06f478,9771.43,0.09628433,0.00071893,0.66711868,20,2017-01,2018-08
299,17ca9b9e9b9ef8fdb529001b49ebb50f,9754.83,0.09660743,0.00071771,0.66783639,14,2017-07,2018-08
300,7040e82f899a04d1b434b795a43b4617,9738.20,0.09693053,0.00071648,0.66855288,12,2017-09,2018-08
301,7b07b3c7487f0ea825fc6df75abd658b,9731.85,0.09725363,0.00071602,0.66926889,19,2017-01,2018-08
302,ca3bd7cd9f149df75950150d010fe4a2,9731.85,0.09757674,0.00071602,0.66998491,18,2017-01,2018-08
303,01cf7e3d21494c41fb86034f2e714fa1,9729.36,0.09789984,0.00071583,0.67070074,10,2016-10,2018-02
304,17306570e772e7718c92a562d33f5f1d,9669.80,0.09822294,0.00071145,0.67141220,13,2017-02,2018-04
305,e96498ed8daaa3e9c23f7a62da76591c,9619.09,0.09854604,0.00070772,0.67211992,10,2017-10,2018-07
306,31344c16881c08a8a72c6d2eb29918c1,9615.70,0.09886914,0.00070747,0.67282739,16,2017-01,2018-08
307,e7df4cd29ab5abab70fb0783ddb53987,9608.70,0.09919225,0.00070696,0.67353435,14,2017-02,2018-08
308,73a63f72308aa20a46f4b1632018f196,9606.80,0.09951535,0.00070682,0.67424116,13,2017-03,2018-08
309,b2ac621f0d0322434d04a12b078b9369,9575.50,0.09983845,0.00070451,0.67494568,11,2017-08,2018-08
310,1c129092bf23f28a5930387c980c0dfc,9553.62,0.10016155,0.00070290,0.67564858,11,2017-10,2018-08
311,36a968b544695394e4e9d7572688598f,9482.87,0.10048465,0.00069770,0.67634628,17,2017-02,2018-08
312,3db66a856d18a9cba7c9241fc5221c50,9478.30,0.10080775,0.00069736,0.67704364,14,2017-04,2018-08
313,270297ead4c65a6cd2593960d2af6b21,9422.40,0.10113086,0.00069325,0.67773689,11,2017-03,2018-08
314,81a1104df0f08b59c68aa5b03cfe398e,9420.88,0.10145396,0.00069314,0.67843003,10,2017-05,2018-04
315,066a6914e1ebf3ea95a216c73a986b91,9410.38,0.10177706,0.00069237,0.67912239,19,2016-10,2018-08
316,cb8bcce248bb1fb274ba762d8b971456,9402.20,0.10210016,0.00069176,0.67981416,19,2017-01,2018-08
317,a00824eb9093d40e589b940ec45c4eb0,9399.97,0.10242326,0.00069160,0.68050576,2,2017-10,2018-04
318,5b8154610ebb21fb90eb587365e673df,9397.54,0.10274637,0.00069142,0.68119718,13,2017-07,2018-07
319,3c487ae8f8d7542beff5788e2e0aea83,9385.70,0.10306947,0.00069055,0.68188772,12,2017-08,2018-08
320,aaed1309374718fdd995ee4c58c9dfcd,9376.95,0.10339257,0.00068991,0.68257763,21,2016-10,2018-08
321,8b28d096634035667e8263d57ba3368c,9375.70,0.10371567,0.00068981,0.68326744,18,2017-02,2018-07
322,05feb94f19d094d4b0f9281f0b1d4c99,9353.00,0.10403877,0.00068814,0.68395559,6,2017-08,2018-02
323,048c2757535328e0d7dac690ad3c0aae,9264.78,0.10436187,0.00068165,0.68463724,17,2017-03,2018-08
324,aafe36600ce604f205b86b5084d3d767,9251.40,0.10468498,0.00068067,0.68531791,19,2017-02,2018-08
325,624f4ece8da4aafb77699233d480f8ef,9205.00,0.10500808,0.00067725,0.68599516,18,2016-10,2018-08
326,dd7ddc04e1b6c2c614352b383efe2d36,9178.51,0.10533118,0.00067531,0.68667047,15,2017-04,2018-07
327,4e7c18b98d84e05cbae3ff0ff03846c2,9177.90,0.10565428,0.00067526,0.68734573,17,2017-02,2018-07
328,6c12e40690c335dbc2f68a4134d30dc1,9139.20,0.10597738,0.00067241,0.68801814,10,2017-02,2018-08
329,f80edd2c5aaa505cc4b0a3b219abf4b8,9108.20,0.10630048,0.00067013,0.68868827,17,2017-04,2018-08
330,8e8a7ce9f2f970dc00e2acf6f6e199f6,9101.00,0.10662359,0.00066960,0.68935788,10,2017-11,2018-08
331,0db783cfcd3b73998abc6e10e59a102f,9077.40,0.10694669,0.00066787,0.69002574,17,2016-10,2018-04
332,06df0c10d34e459d9672bc77388742eb,9070.00,0.10726979,0.00066732,0.69069306,6,2018-03,2018-08
333,fffd5413c0700ac820c7069d66d98c89,9062.30,0.10759289,0.00066676,0.69135982,14,2017-07,2018-08
334,9b013e03b2ab786505a1d3b5c0756754,9027.40,0.10791599,0.00066419,0.69202401,11,2017-10,2018-08
335,5f2684dab12e59f83bef73ae57724e45,9000.87,0.10823910,0.00066224,0.69268624,19,2016-10,2018-08
336,403aa86912527d730337ffcb0fb096ab,8959.89,0.10856220,0.00065922,0.69334546,7,2017-01,2017-11
337,f27e33c6d29b5138fa9967bcd445b6d5,8888.30,0.10888530,0.00065395,0.69399942,14,2017-07,2018-08
338,32b8764b4ef628b53608fc34011fcc13,8884.00,0.10920840,0.00065364,0.69465305,6,2018-03,2018-08
339,d03698c2efd04a549382afa6623e27fb,8865.47,0.10953150,0.00065227,0.69530533,13,2016-10,2018-07
340,2089a6d640999f9b9141ac719b2af596,8830.82,0.10985460,0.00064972,0.69595505,16,2017-04,2018-07
341,1da3aeb70d7989d1e6d9b0e887f97c23,8823.52,0.11017771,0.00064919,0.69660424,18,2017-03,2018-08
342,a49928bcdf77c55c6d6e05e09a9b4ca5,8816.70,0.11050081,0.00064869,0.69725292,12,2017-06,2018-05
343,562fc2f2c2863ab7e79a9e4388a58a14,8814.20,0.11082391,0.00064850,0.69790143,8,2018-01,2018-08
344,af4a0e4cfe1d9c26b6712b1be25a72e5,8757.98,0.11114701,0.00064437,0.69854579,7,2017-08,2018-03
345,18a349e75d307f4b4cc646a691ed4216,8711.53,0.11147011,0.00064095,0.69918674,12,2017-08,2018-08
346,6d803cb79cc31c41c4c789a75933b3c7,8711.40,0.11179321,0.00064094,0.69982768,12,2017-07,2018-06
347,6c7d50c24b3ccd2fd83b44d8bb34e073,8699.34,0.11211632,0.00064005,0.70046773,13,2017-07,2018-08
348,b1a81260566c1bac3114a6d124413f27,8684.69,0.11243942,0.00063897,0.70110670,6,2018-03,2018-08
349,9596c870880d900012f2e8e6e30d06d7,8606.25,0.11276252,0.00063320,0.70173990,11,2017-04,2018-08
350,db2956745b3a8e9f3785c99f34b5d25e,8599.00,0.11308562,0.00063267,0.70237257,5,2018-04,2018-08
351,259f7b5e6e482c230e5bfaa670b6bb8f,8526.04,0.11340872,0.00062730,0.70299987,16,2017-03,2018-08
352,93dc87703c046b603023e75222018b45,8517.35,0.11373183,0.00062666,0.70362653,9,2017-11,2018-07
353,cbd996ad3c1b7dc71fd0e5f5df9087e2,8411.04,0.11405493,0.00061884,0.70424537,18,2017-02,2018-08
354,b18dc380845b24038cfc48006478f099,8353.30,0.11437803,0.00061459,0.70485996,10,2017-10,2018-08
355,6c177e38df6d3f34182b1f1d427231bf,8341.89,0.11470113,0.00061375,0.70547371,16,2017-02,2018-08
356,7d456afc660226829370f3173d14520c,8338.25,0.11502423,0.00061348,0.70608719,15,2016-10,2018-08
357,fcb5ace8bcc92f75707dc0f01a27d269,8318.63,0.11534733,0.00061204,0.70669923,10,2017-11,2018-08
358,784ba75dd9d20200c4caed3d7a77141a,8295.13,0.11567044,0.00061031,0.70730955,10,2017-03,2018-01
359,3078096983cf766a32a06257648502d1,8285.42,0.11599354,0.00060960,0.70791914,13,2017-05,2018-05
360,26d8a1c7c75d513045798992ead43aa2,8244.12,0.11631664,0.00060656,0.70852570,12,2017-08,2018-08
361,b92e3c8f9738272ff7c59e111e108d7c,8231.09,0.11663974,0.00060560,0.70913130,19,2017-01,2018-08
362,4371b634e0efc0e22b09b52907d9d469,8194.00,0.11696284,0.00060287,0.70973417,14,2017-06,2018-08
363,397c4d0c005b6f41f90098ac724e28cb,8177.00,0.11728595,0.00060162,0.71033579,3,2018-04,2018-08
364,67883baaae6134ee81b271a542613728,8167.90,0.11760905,0.00060095,0.71093674,2,2018-07,2018-08
365,86bb7c4b535e49a541baf3266b1c95b1,8162.40,0.11793215,0.00060055,0.71153729,7,2016-10,2018-02
366,fdb9095204a334cd8872252ffec6f2db,8156.00,0.11825525,0.00060007,0.71213736,9,2017-06,2018-05
367,52d76513f0c4d97f3b99570e2c94ee31,8153.10,0.11857835,0.00059986,0.71273722,10,2017-07,2018-08
368,33a17d60c64393351ebf1ef860f4e0f2,8152.48,0.11890145,0.00059982,0.71333704,13,2017-07,2018-08
369,4bfc7a4a1cf8d4d2121c27422d9e50b5,8124.40,0.11922456,0.00059775,0.71393479,6,2018-03,2018-08
370,8fb791022c1fc8909664f48ab7dc636d,8119.95,0.11954766,0.00059742,0.71453221,1,2018-07,2018-07
371,972d0f9cf61b499a4812cf0bfa3ad3c4,8089.29,0.11987076,0.00059517,0.71512737,11,2017-10,2018-08
372,750303a20e9c56b2a6bc45cdce0b897d,8085.00,0.12019386,0.00059485,0.71572223,12,2017-09,2018-08
373,a2e874074c877c5a05abae80ad6e488f,8071.98,0.12051696,0.00059389,0.71631612,13,2017-03,2018-08
374,6bd69102ab48df500790a8cecfc285c2,8070.00,0.12084006,0.00059375,0.71690987,5,2017-06,2018-05
375,5656537e588803a555b8eb41f07a944b,8065.93,0.12116317,0.00059345,0.71750331,17,2016-10,2018-08
376,7a241947449cc45dbfda4f9d0798d9d0,8027.63,0.12148627,0.00059063,0.71809394,17,2017-03,2018-08
377,54065e9aef7e9e9c2dc23b7594db021a,8003.00,0.12180937,0.00058882,0.71868276,6,2017-03,2018-03
378,b1fc4f64df5a0e8b6913ab38803c57a9,7994.74,0.12213247,0.00058821,0.71927097,15,2017-05,2018-08
379,903037660cf848a717166eb7a06d616e,7991.51,0.12245557,0.00058797,0.71985894,16,2017-01,2018-08
380,ebd2d60905fb58271facef5596b620d3,7941.72,0.12277868,0.00058431,0.72044325,17,2017-02,2018-08
381,bbf9ad41dca6603e614efcdad7aab8c4,7846.00,0.12310178,0.00057727,0.72102052,10,2017-02,2018-06
382,989becdce12ebc39863c2bceab6f3ca1,7840.88,0.12342488,0.00057689,0.72159741,10,2016-10,2018-07
383,725c32fa80c2faacc4fc88450d27314e,7838.88,0.12374798,0.00057674,0.72217415,20,2017-01,2018-08
384,8476243f92442881ddd5b578975cf115,7838.00,0.12407108,0.00057668,0.72275083,5,2018-03,2018-08
385,0432ead42b6c8a0bdf68154add917fdf,7792.10,0.12439418,0.00057330,0.72332413,14,2017-04,2018-07
386,d51e0a403fe2e689ece6c73359d96e12,7790.00,0.12471729,0.00057315,0.72389728,11,2017-08,2018-07
387,2dee2ce60de9709b1a24083217181a1f,7784.50,0.12504039,0.00057274,0.72447002,7,2017-07,2018-06
388,7008613ea464bad5cb9b83456e1e6a8f,7777.00,0.12536349,0.00057219,0.72504221,20,2016-10,2018-08
389,7bac63f6603d382cc8d0832eb6c100a8,7751.95,0.12568659,0.00057035,0.72561255,7,2017-11,2018-08
390,5b925e1d006e9476d738aa200751b73b,7748.50,0.12600969,0.00057009,0.72618265,10,2017-10,2018-08
391,6fd52c528dcb38be2eea044946b811f8,7743.02,0.12633279,0.00056969,0.72675234,13,2017-08,2018-08
392,e5a3438891c0bfdb9394643f95273d8e,7738.35,0.12665590,0.00056935,0.72732168,12,2017-05,2018-04
393,257e61d3251fb5efb9daadddbc2cf7ca,7729.00,0.12697900,0.00056866,0.72789034,5,2018-04,2018-08
394,b410bdd36d5db7a65dcd42b7ead933b8,7726.90,0.12730210,0.00056850,0.72845884,8,2018-01,2018-08
395,42bde9fef835393bb8a8849cb6b7f245,7703.00,0.12762520,0.00056675,0.72902559,9,2017-07,2018-08
396,3bb548e3cb7f70f28e3f11ee9dce0e59,7690.02,0.12794830,0.00056579,0.72959138,14,2017-03,2018-08
397,058fd0aa2bfdb2274e05e1ae971dabb6,7667.90,0.12827141,0.00056416,0.73015554,11,2017-08,2018-06
398,08633c14ef2db992c11f840f04fad4cd,7644.30,0.12859451,0.00056243,0.73071797,9,2017-12,2018-08
399,4e17c65a516f69d023a2ae78b84f28d6,7639.26,0.12891761,0.00056206,0.73128003,16,2017-03,2018-08
400,52f976b17ea7f2f087f56dcc419328f6,7630.00,0.12924071,0.00056137,0.73184140,4,2017-10,2018-07
401,640e21a7d01df7614a3b4923e990d40c,7598.88,0.12956381,0.00055908,0.73240048,6,2018-03,2018-08
402,4aba391bc3b88717ce08eb11e44937b2,7595.87,0.12988691,0.00055886,0.73295935,16,2017-02,2018-08
403,6a51fc556dab5f766ced6fbc860bc613,7577.67,0.13021002,0.00055752,0.73351687,14,2017-04,2018-08
404,8a432f4e5b471f8da497d7dc517666e2,7555.00,0.13053312,0.00055586,0.73407273,5,2018-04,2018-08
405,062ce95fa2ad4dfaedfc79260130565f,7521.00,0.13085622,0.00055335,0.73462608,9,2017-01,2017-09
406,0bae85eb84b9fb3bd773911e89288d54,7482.21,0.13117932,0.00055050,0.73517658,17,2017-03,2018-08
407,c26a2be5b53b7db6b276280da212a779,7482.00,0.13150242,0.00055049,0.73572707,9,2017-08,2018-08
408,87e24fc7052259b1f7f607d61c10d8be,7473.49,0.13182553,0.00054986,0.73627693,4,2018-05,2018-08
409,bd0389da23d89b726abf911cccc54596,7472.16,0.13214863,0.00054976,0.73682669,16,2017-03,2018-08
410,a420f60ff1aa9acc80d0e42959f2b313,7443.30,0.13247173,0.00054764,0.73737433,13,2017-08,2018-08
411,8648b1e89e9b349e32d3741b30ec737e,7442.55,0.13279483,0.00054758,0.73792191,12,2017-09,2018-08
412,512d298ac2a96d1931b6bd30aa21f61d,7401.94,0.13311793,0.00054459,0.73846650,6,2018-01,2018-08
413,e0a366315b1b726b6c7832d664c0f530,7400.09,0.13344103,0.00054446,0.73901096,13,2017-06,2018-08
414,f25e239052084705e17a982bc600ab2a,7380.00,0.13376414,0.00054298,0.73955394,8,2017-03,2018-08
415,381c83fdca332ea6afd896da20bf6e4a,7355.80,0.13408724,0.00054120,0.74009514,13,2017-08,2018-08
416,b347677812ea483b0f528eaf8cbc09b7,7288.99,0.13441034,0.00053628,0.74063143,8,2017-11,2018-06
417,febab0275244b9a49a623f0bd613ca2f,7272.42,0.13473344,0.00053507,0.74116649,19,2017-02,2018-08
418,aced59e9b31ef866a94f9e7f29d8d418,7268.50,0.13505654,0.00053478,0.74170127,19,2017-02,2018-08
419,e333046ce6517bd8bb510291d44f0130,7268.00,0.13537964,0.00053474,0.74223601,14,2017-07,2018-08
420,0873d9f8f36123f8d910f4760e788cfb,7265.59,0.13570275,0.00053456,0.74277058,4,2018-05,2018-08
421,cee48807215b30a12ca2ca10ffb5f250,7212.23,0.13602585,0.00053064,0.74330121,13,2017-08,2018-08
422,d624126b9206f595fb3fbb6ba03b28a8,7198.80,0.13634895,0.00052965,0.74383086,13,2017-05,2018-08
423,ade45994b717ccee333492330fbf037b,7196.00,0.13667205,0.00052944,0.74436030,3,2018-06,2018-08
424,dbb9b48c841a0e39e21f98e1a6b2ec3e,7186.85,0.13699515,0.00052877,0.74488907,18,2017-01,2018-06
425,d13e50eaa47b4cbe9eb81465865d8cfc,7155.05,0.13731826,0.00052643,0.74541550,1,2018-08,2018-08
426,a4b6b9b992b46e9ef863637af96e04bc,7147.00,0.13764136,0.00052584,0.74594134,5,2017-02,2017-07
427,cc63f0dd2acba93ffed4fe9f8e0321fa,7096.71,0.13796446,0.00052214,0.74646348,4,2018-05,2018-08
428,7722b1df1b0e383e000397b2c11e3e19,7094.09,0.13828756,0.00052194,0.74698542,20,2017-01,2018-08
429,014c0679dd340a0e338872e7ec85666a,7058.00,0.13861066,0.00051929,0.74750471,12,2017-01,2018-07
430,f1fd5ab1181f827ffad998c1a5de7d74,7045.99,0.13893376,0.00051841,0.74802312,9,2017-11,2018-08
431,dd55f1bb788714a40e7954c3be6df745,7041.76,0.13925687,0.00051809,0.74854122,7,2017-11,2018-07
432,679769a98cfcc6da877c8486ff1c13f3,7029.00,0.13957997,0.00051716,0.74905837,11,2017-03,2018-08
433,ff4ea69c2a729e83e63c7579e4ef8170,7017.00,0.13990307,0.00051627,0.74957464,5,2017-02,2017-07
434,6fa9202c10491e472dffd59a3e82b2a3,7014.24,0.14022617,0.00051607,0.75009071,2,2018-07,2018-08
435,b8630e1121437d41cb08e3c749c2c2e2,6988.00,0.14054927,0.00051414,0.75060485,7,2017-11,2018-08
436,d98eec89afa3380e14463da2aabaea72,6968.53,0.14087237,0.00051271,0.75111756,20,2017-01,2018-08
437,bacb1f0ed56ad24198f5810d2b3fe9a5,6940.45,0.14119548,0.00051064,0.75162820,9,2017-04,2018-01
438,1da366cade6d8276e7d8beea7af5d4bf,6917.59,0.14151858,0.00050896,0.75213716,8,2017-02,2017-12
439,30829ded4523ab9224b93bc49a62c95f,6911.71,0.14184168,0.00050853,0.75264569,7,2018-01,2018-08
440,d9bd94811c3338dceb4181f3dbc0c73e,6911.02,0.14216478,0.00050848,0.75315416,4,2018-05,2018-08
441,ad781527c93d00d89a11eecd9dcad7c1,6899.57,0.14248788,0.00050763,0.75366180,10,2017-07,2018-05
442,e3b4998c7a498169dc7bce44e6bb6277,6897.90,0.14281099,0.00050751,0.75416931,2,2017-01,2017-02
443,1127b7f2594683f2510f1c2c834a486b,6851.33,0.14313409,0.00050408,0.75467339,19,2017-02,2018-08
444,b3b17aab11f273023a5f22ca52e1eb70,6850.00,0.14345719,0.00050399,0.75517738,4,2018-01,2018-06
445,58f1a6197ed863543e0136bdedb3fce2,6833.00,0.14378029,0.00050274,0.75568011,4,2018-05,2018-08
446,8e6cc767478edae941d9bd9eb778d77a,6830.58,0.14410339,0.00050256,0.75618267,14,2017-01,2018-06
447,5b67882648febfb6e1225e6ad7164f6b,6813.48,0.14442649,0.00050130,0.75668397,13,2017-07,2018-08
448,ececbfcff9804a2d6b40f589df8eef2b,6792.40,0.14474960,0.00049975,0.75718372,15,2017-06,2018-08
449,33dd941c27854f7625b968cc6195a552,6787.50,0.14507270,0.00049939,0.75768310,3,2018-05,2018-08
450,40d54b51e962dbe09cabbcfd33298dee,6785.56,0.14539580,0.00049924,0.75818235,12,2017-07,2018-08
451,63b464dbf392c7b80d12d932fa7cafed,6781.00,0.14571890,0.00049891,0.75868126,10,2017-02,2018-01
452,a63bfbaa882c8f4542891b4e2246cc7f,6772.00,0.14604200,0.00049825,0.75917951,3,2018-06,2018-08
453,ff1fb4c404b2efe68b03350a8dc24122,6771.00,0.14636511,0.00049817,0.75967768,8,2018-01,2018-08
454,aac29b1b99776be73c3049939652091d,6755.91,0.14668821,0.00049706,0.76017474,19,2017-01,2018-08
455,54219883e72aad869adfb2a54b7bfa0f,6750.00,0.14701131,0.00049663,0.76067137,5,2017-11,2018-07
456,3340ef1913fb70d28420f6ceb685c339,6731.15,0.14733441,0.00049524,0.76116661,9,2017-01,2017-11
457,455c5640e8c5bd1b2ee85c0158f85727,6729.50,0.14765751,0.00049512,0.76166173,4,2018-02,2018-05
458,80ceebb4ee9b31afb6c6a916a574a1e2,6729.00,0.14798061,0.00049508,0.76215682,1,2018-07,2018-07
459,abe021b01ba992245271b9aa422032df,6720.00,0.14830372,0.00049442,0.76265124,2,2017-02,2017-05
460,31ae0774c17fabd06ff707cc5bde005f,6719.85,0.14862682,0.00049441,0.76314565,9,2017-05,2018-08
461,e5e33c0d8e7e002f398f5dc4cbbb338f,6698.70,0.14894992,0.00049285,0.76363850,13,2017-03,2018-08
462,83e197e95a1bbabc8c75e883ed016c47,6693.69,0.14927302,0.00049249,0.76413099,13,2016-10,2018-02
